Authors;Author full names;Author(s) ID;Title;Year;Fuente;Source title;Volume;Issue;Art. No.;Page start;Page end;Page count;DOI;Cited by;Link;Affiliations;Abstract;Indexed Keywords;Author Keywords;Funding Details;Funding Texts;Publisher;ISSN;ISBN;Language of Original Document;Abbreviated Source Title;Document Type;Open Access;Source
"Martín J.C.; Bustamante-Sánchez N.S.";"Martín, Juan Carlos (55727554800); Bustamante-Sánchez, Natalia Soledad (57202943383)";"55727554800; 57202943383";A cultural analysis of the secondary housing tourism in Vilcabamba, Ecuador: The satisfaction gap between domestic and international tourists;2019;Scopus;International Journal of Housing Markets and Analysis;12;4;;604;625;21;10.1108/IJHMA-05-2018-0028;3;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063999673&doi=10.1108%2fIJHMA-05-2018-0028&partnerID=40&md5=735b32b888eb6e9b70a4f94c804cc201;"Institute of Tourism and Sustainable Economic Development, Universidad de Las Palmas de Gran Canaria, Las Palmas de Gran Canaria, Las Palmas, Spain; Universidad Técnica Particular de Loja, Loja, Ecuador";;;"Fuzzy numbers; Ideal solutions; Multicultural analysis; Satisfaction; Secondary housing tourism; Vilcabamba (the longevity valley)";Ministry of Science and Innovation of the Spanish Government;;Emerald Group Holdings Ltd.;17538270;;English;Intern. J. Hous. Mark. Anal.;Article;;Scopus
"Gómez A H.F.; Martínez S.E.M.; Cartuche Flores C.P.";"Gómez A, Héctor F. (55749539400); Martínez, Silvia Elena Malo (57188553475); Cartuche Flores, Claudia Paola (57207982332)";"55749539400; 57188553475; 57207982332";A descriptive tour of the semantic structures apply to video surveillance systems;2016;Scopus;Advances in Intelligent Systems and Computing;444;;;359;368;9;10.1007/978-3-319-31232-3_34;0;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961644653&doi=10.1007%2f978-3-319-31232-3_34&partnerID=40&md5=835ae9e83154c555a6cda0fe324a4e25;"Universidad Técnica Particular de Loja, Departamento de Computación and Electrónica, Ecuador; Universidad Técnica Particular de Loja, Departamento de Arquitectura y Artes, Ecuador";;"Behavioral research; Information systems; Monitoring; Semantics; Social sciences; High-level activities; Human behavior recognition; Multisensory; Ontology-based; Video scene; Video surveillance; Security systems";"High-level activities; Human behavior recognition; Multisensory surveillance; Ontology-based recognition; Video scene understanding; Video-surveillance";;;Springer Verlag;21945357;978-331931231-6;English;Adv. Intell. Sys. Comput.;Conference paper;;Scopus
"Mozo A.; López-Presa J.L.; Fernández Anta A.";"Mozo, Alberto (24479201000); López-Presa, José Luis (15072145500); Fernández Anta, Antonio (23110003000)";"24479201000; 15072145500; 23110003000";A distributed and quiescent max-min fair algorithm for network congestion control;2018;Scopus;Expert Systems with Applications;91;;;492;512;20;10.1016/j.eswa.2017.09.015;11;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029845189&doi=10.1016%2fj.eswa.2017.09.015&partnerID=40&md5=dddff5b5201c0451b2c70fd9a54b4cfd;;;;"Distributed optimization; Max-min fair; Network congestion control; Proactive algorithm; Quiescent algorithm";;;Elsevier Ltd;9574174;;English;Expert Sys Appl;Article;;Scopus
"Aguilar J.; Chavez D.; Cordero J.";"Aguilar, Jose (55434810600); Chavez, Danilo (57195621574); Cordero, Jorge (57147043600)";"55434810600; 57195621574; 57147043600";A dynamic recognition approach of emotional states for car drivers;2016;Scopus;Communications in Computer and Information Science;658;;;155;168;13;10.1007/978-3-319-48024-4_13;2;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84996992963&doi=10.1007%2f978-3-319-48024-4_13&partnerID=40&md5=79b7a9eef195047f19da499a36afa6fc;"CEMISID, Universidad de Los Andes, Mérida, Mérida, Venezuela; Escuela Politécnica Nacional, Quito, Pichincha, Ecuador; DCCE, Universidad Técnica Particular de Loja, Loja, Ecuador";;"Behavioral research; Chronicles; Dynamic patterns; Dynamic recognition; Dynamical pattern; Emotional state; Multi modal perceptions; Recognition models; Recognition of emotion; Pattern recognition";"Chronicles; Dynamic patterns recognition; Recognition of emotions";Ministry of Higher Education, Science, Technology and Innovation of the Republic of Ecuador;Dr Aguilar has been partially supported by the Prometeo Project of the Ministry of Higher Education, Science, Technology and Innovation of the Republic of Ecuador.;Springer Verlag;18650929;978-331948023-7;English;Commun. Comput. Info. Sci.;Conference paper;;Scopus
"Valdiviezo-Díaz P.; Aguilar J.; Riofrio G.";"Valdiviezo-Díaz, Priscila (36186316400); Aguilar, Jose (55434810600); Riofrio, Guido (36669178300)";"36186316400; 55434810600; 36669178300";A fuzzy cognitive map like recommender system of learning resources;2016;Scopus;2016 IEEE International Conference on Fuzzy Systems, FUZZ-IEEE 2016;;;7737873;1539;1546;7;10.1109/FUZZ-IEEE.2016.7737873;10;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006754071&doi=10.1109%2fFUZZ-IEEE.2016.7737873&partnerID=40&md5=79122e234661e96a9ceec474b0b6fe0b;"CEMISID, Departamento de Computación, Venezuela Prometeo researcher, UTPL, Universidad de Los Andes, Mérida-Loja, Ecuador; Depto. de Ciencias de la Computación Y Electrónica, Universidad Técnica Particular de Loja, Ecuador";;"Cognitive systems; Fuzzy rules; Fuzzy systems; Large scale systems; Multi agent systems; Fuzzy cognitive map; Fuzzy cognitive maps (FCMs); Learning resource; Smart classroom; Smart environment; Recommender systems";"Fuzzy cognitive maps; Learning resources; Recommender systems";;;Institute of Electrical and Electronics Engineers Inc.;;978-150900625-0;English;IEEE Int. Conf. Fuzzy Syst., FUZZ-IEEE;Conference paper;;Scopus
"Aguilar J.; Valdiviezo-Díaz P.; Riofrio G.";"Aguilar, Jose (55434810600); Valdiviezo-Díaz, Priscila (36186316400); Riofrio, Guido (36669178300)";"55434810600; 36186316400; 36669178300";A general framework for intelligent recommender systems;2017;Scopus;Applied Computing and Informatics;13;2;;147;160;13;10.1016/j.aci.2016.08.002;67;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029505981&doi=10.1016%2fj.aci.2016.08.002&partnerID=40&md5=270576ff2cd44e875afd6d71d1df1d2a;"CEMISID, Departamento de Computación, Universidad de Los Andes, Mérida, Venezuela Prometeo Researcher, UTPL, Loja, Ecuador; Depto. de Ciencias de la Computación y Electrónica, Universidad Técnica Particular de Loja, Ecuador";;;"Cognitive maps; Recommender system";Ministry of Higher Education, Science, Technology and Innovation of the Republic of Ecuador;Dr. Aguilar has been partially supported by the Prometeo Project of the Ministry of Higher Education, Science, Technology and Innovation of the Republic of Ecuador .;Elsevier B.V.;26341964;;English;Appl. Comput.  Inf.;Article;"All Open Access; Gold Open Access";Scopus
"Aguilar J.; Valdiviezo P.; Cordero J.; Riofrio G.; Encalada E.";"Aguilar, Jose (55434810600); Valdiviezo, Priscila (36186316400); Cordero, Jorge (57147043600); Riofrio, Guido (36669178300); Encalada, Eduardo (56028392200)";"55434810600; 36186316400; 57147043600; 36669178300; 56028392200";A general framework for learning analytic in a smart classroom;2016;Scopus;Communications in Computer and Information Science;658;;;214;225;11;10.1007/978-3-319-48024-4_17;7;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84996614785&doi=10.1007%2f978-3-319-48024-4_17&partnerID=40&md5=f7314e0df0815b74a124fd27eea145d3;"CEMISID, Universidad de Los Andes, Mérida, Mérida, Venezuela; DCCE, Universidad Técnica Particular de Loja, Loja, Ecuador";;;"Ambient intelligence; Data mining; Learning analytics; Smart classroom";Secretaría de Educación Superior, Ciencia, Tecnología e Innovación, SENESCYT;Dr. Aguilar has been partially supported by the Prometeo Project of the Ministry of Higher Education, Science, Technology and Innovation (SENESCYT) of the Republic of Ecuador.;Springer Verlag;18650929;978-331948023-7;English;Commun. Comput. Info. Sci.;Conference paper;;Scopus
"Enciso-Quispe L.; Moreno S.; Yaguana J.; Zelaya-Policarpo E.; Quezada-Sarmiento P.A.";"Enciso-Quispe, Liliana (55332768100); Moreno, Santiago (57202943273); Yaguana, Jonathan (57193226837); Zelaya-Policarpo, Elmer (57194976403); Quezada-Sarmiento, Pablo Alejandro (57195316099)";"55332768100; 57202943273; 57193226837; 57194976403; 57195316099";"A geolocation model of health centers specialized in pediatrics and family medicine using the concept of mobile network; [Un modelo de geolocalización de Centros de Salud especializados en Pediatría y Medicina Familiar utilizando el concepto de red móvil]";2018;Scopus;Iberian Conference on Information Systems and Technologies, CISTI;2018-June;;;1;6;5;10.23919/CISTI.2018.8399313;4;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049871835&doi=10.23919%2fCISTI.2018.8399313&partnerID=40&md5=ef93b32ee25f73fcb880191b9bdea3e3;;;"Application programming interfaces (API); Global positioning system; Information systems; Information use; Location; Networks (circuits); Pediatrics; XML; Geo-positioning; Google maps; Health centers; Javascript; MySQL; mHealth";"Geopositioning; Google Maps API; GPS; Health centers; HTML and CSS; JavaScript; MySQL; Networks; XML";Google;;IEEE Computer Society;21660727;978-989984348-6;Spanish;Iberian Conf. Inf. Syst. Technol., CISTI;Conference paper;;Scopus
"Valdiviezo-Díaz P.; Bobadilla J.";"Valdiviezo-Díaz, Priscila (36186316400); Bobadilla, Jesus (8714520400)";"36186316400; 8714520400";A hybrid approach of recommendation via extended matrix based on collaborative filtering with demographics information;2019;Scopus;Communications in Computer and Information Science;895;;;384;398;14;10.1007/978-3-030-05532-5_28;5;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059760753&doi=10.1007%2f978-3-030-05532-5_28&partnerID=40&md5=38e5a01a62fc7ba983c9528380566bde;"Computer Science and Electronic Department, Universidad Técnica Particular de Loja, Loja, Ecuador; Universidad Politécnica de Madrid, Madrid, Spain";;;"Collaborative filtering; Demographic information; Extended matrix; Matrix factorization; Recommender system; Sparse data";;;Springer Verlag;18650929;978-303005531-8;English;Commun. Comput. Info. Sci.;Conference paper;;Scopus
"González-Jaramillo N.; Bailon-Moscoso N.; Duarte-Casar R.; Romero-Benavides J.C.";"González-Jaramillo, Nancy (58020756300); Bailon-Moscoso, Natalia (56009506200); Duarte-Casar, Rodrigo (57366422500); Romero-Benavides, Juan Carlos (55511748229)";"58020756300; 56009506200; 57366422500; 55511748229";A libertia patinoi (Cuatrec.) Delprete & C.H.Perss. (Borojó): food safety, phytochemicals, and aphrodisiac potential;2023;Scopus;SN Applied Sciences;5;1;27;;;;10.1007/s42452-022-05251-1;0;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144196678&doi=10.1007%2fs42452-022-05251-1&partnerID=40&md5=c6cf8f5a69547bb57a5a4af1415b9b5e;;;;"Alibertia patinoi (Cuatrec.) Delprete & C.H.Perss; Aphrodisiacs; Ethnopharmacology; Phytochemical screening; Rubiaceae; Tropical fruit";Universidad Técnica Particular de Loja, UTPL;The authors are grateful to Universidad Técnica Particular de Loja (UTPL) for supporting this research.;Springer Nature;25233971;;English;SN Appl. Sci.;Review;"All Open Access; Gold Open Access";Scopus
"Narvaez E.; Piedra N.";"Narvaez, Efren (57195107659); Piedra, Nelson (57197836159)";"57195107659; 57197836159";"A Linked Data approach to guarantee the semantic interoperability and integrity of university academic data; [Un enfoque de Linked Data para garantizar la interoperabilidad semántica e integridad de datos académicos universitarios]";2018;Scopus;CEUR Workshop Proceedings;2096;;;50;62;12;;2;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047941654&partnerID=40&md5=f6fa8b068615e641eb56dbdebc92b651;Universidad Técnica Particular de Loja, Loja, 1101608, Ecuador;;;"Data; Integration; Interoperability; Ontology; RDF; RESTful; Semantic Web";Rare Disease Foundation;;CEUR-WS;16130073;;Spanish;CEUR Workshop Proc.;Conference paper;;Scopus
"Tapia R.C.; Rivera-Rogel D.";"Tapia, Rebeca Córdova (57195313215); Rivera-Rogel, Diana (56003677900)";"57195313215; 56003677900";"A look at the youtubers of the andean community; [Una mirada a los youtubers de la comunidad andina]";2020;Scopus;RISTI - Revista Iberica de Sistemas e Tecnologias de Informacao;2020;E35;;377;389;12;;2;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094587072&partnerID=40&md5=3dc5ec21396f6d789c23ec1c2c424f3a;"Becaria de Investigación de la Universidad Técnica Particular de Loja, Ecuador, Loja, 11-01-608, Ecuador; Universidad Técnica Particular de Loja, Ecuador, Loja, 11-01-608, Ecuador";;;"Andean Community; Children; Teenagers map; Youtube; Youtuber";;;Associacao Iberica de Sistemas e Tecnologias de Informacao;16469895;;Spanish;Rev. Iberica Sist. Tecnol. Inf.;Article;;Scopus
"Calderon C.A.; Guajala M.; Lanchi J.; Barba-Guaman L.; Bermeo C.; Rivas-Echeverria F.";"Calderon, C.A. (56755362100); Guajala, Maria (57207038173); Lanchi, John (57207030013); Barba-Guaman, Luis (57188564165); Bermeo, Carlos (57207034860); Rivas-Echeverria, F. (35618237200)";"56755362100; 57207038173; 57207030013; 57188564165; 57207034860; 35618237200";A machine vision system applied to the teaching of mathematics for blind or visually impaired children;2019;Scopus;IEEE ICA-ACCA 2018 - IEEE International Conference on Automation/23rd Congress of the Chilean Association of Automatic Control: Towards an Industry 4.0 - Proceedings;;;8609818;;;;10.1109/ICA-ACCA.2018.8609818;3;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062188011&doi=10.1109%2fICA-ACCA.2018.8609818&partnerID=40&md5=79c14d2712581cd57dd8348cad5b5a52;"Department of Computer Science and Electronics, Universidad Tecnica Particular de Loja, Loja, Ecuador; Department of Informatics, Universidad Técnica Federico Santa Mariá, Valparaíso, Chile";;;"blind; educational board game; LabVIEW; machine vision; pattern matching; visual impairment";;;Institute of Electrical and Electronics Engineers Inc.;;978-153865586-3;English;IEEE ICA-ACCA - IEEE Int. Conf. Autom./ Congr. Chil. Assoc. Autom. Control: Towards Ind. - Proc.;Conference paper;;Scopus
"Gomez A.H.F.; Arias T.S.A.; Martinez S.E.M.; Hernandez V.; Guerrero J.S.; Reinoso A.R.";"Gomez, A. Hector F. (55749539400); Arias, T. Susana A. (57191894594); Martinez, S. Elena Malo (57188553475); Hernandez, Victor (57202147608); Guerrero, Javier Sanchez (57188558237); Reinoso, Adriana Romero (57191904057)";"55749539400; 57191894594; 57188553475; 57202147608; 57188558237; 57191904057";A methodology for identifying attributes of academic excellence based on a 20/80 Pareto distribution;2016;Scopus;IEEE Global Engineering Education Conference, EDUCON;10-13-April-2016;;7474710;1207;1211;4;10.1109/EDUCON.2016.7474710;2;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994644881&doi=10.1109%2fEDUCON.2016.7474710&partnerID=40&md5=150782bcec324557e36aa4b3ab337ae0;;;"Data mining; Engineering education; Pareto principle; Academic excellence; Attributes; Data mining algorithm; Educational performance; Metrics; Pareto; Pareto distributions; Teaching-learning process; Education";"Attributes; Metrics; Pareto";;;IEEE Computer Society;21659559;978-146738633-3;English;IEEE Global Eng. Edu. Conf., EDUCON;Conference paper;;Scopus
"Enciso L.; Sarango J.; Valladarez A.; Condolo J.";"Enciso, Liliana (55332768100); Sarango, Jefferson (57210264334); Valladarez, Alexis (57210265099); Condolo, Juan (57210263125)";"55332768100; 57210264334; 57210265099; 57210263125";"A mobile application for a smart car; [Aplicación móvil para un aparcamiento inteligente~]";2019;Scopus;Iberian Conference on Information Systems and Technologies, CISTI;2019-June;;8760804;;;;10.23919/CISTI.2019.8760804;3;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070109858&doi=10.23919%2fCISTI.2019.8760804&partnerID=40&md5=c98d901888480472f98fd273c7296887;;;;"Android; Internet of Things; Mobile Application; Network; Parking; Reflective Sensor; Smart; WiFi";"LAN; Massachusetts Institute of Technology, MIT, (24)";;IEEE Computer Society;21660727;978-989984349-3;Spanish;Iberian Conf. Inf. Syst. Technol., CISTI;Conference paper;;Scopus
"Piedra N.; Puertas-Bravo L.; Mengual-Andrés S.; Grau R.";"Piedra, Nelson (57197836159); Puertas-Bravo, Lucía (57205704896); Mengual-Andrés, Santiago (56019538200); Grau, Roser (57201377194)";"57197836159; 57205704896; 56019538200; 57201377194";"A model based on open data for the creation of a latin American and caribbean space for higher education; [Un modelo basado en datos abiertos para la creación de un espacio latinoamericano y del caribe de educación superior]";2019;Scopus;RISTI - Revista Iberica de Sistemas e Tecnologias de Informacao;;E17;;336;348;12;;1;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061203553&partnerID=40&md5=b779b528c2cee3dab25dc7be0d04bec4;;;;"Big data; Common space of higher education; Open university data";United Nations Educational, Scientific and Cultural Organization, UNESCO;;Associacao Iberica de Sistemas e Tecnologias de Informacao;16469895;;Spanish;Rev. Iberica Sist. Tecnol. Inf.;Article;;Scopus
"Rödel M.-O.; Loaiza-Lange A.; Penner J.; Neira-Salamea K.D.; Salazar-Valenzuela D.";"Rödel, Mark-Oliver (36939347400); Loaiza-Lange, Amaru (56328012900); Penner, Johannes (24833421500); Neira-Salamea, Karla D. (57225009701); Salazar-Valenzuela, David (26644312900)";"36939347400; 56328012900; 24833421500; 57225009701; 26644312900";A mouth full of blood – autohaemorrhaging in three Ecuadorian snakes (Squamata: Colubridae & Tropidophiidae);2023;Scopus;Herpetology Notes;16;;;25;30;5;;0;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146470981&partnerID=40&md5=a3b21b443cc82d2a3cf7df69d8c1ff00;;[No abstract available];;;"Marek Castel; Tapia family; Fundación de Conservación Jocotoco; Deutsche Forschungsgemeinschaft, DFG, (RO 3064/5-1)";;Societas Europaea Herpetologica;20715773;;English;Herpetol. Notes;Note;;Scopus
"García-Vélez D.; Nuñez Velázquez J.J.";"García-Vélez, Diego (57204704321); Nuñez Velázquez, José J. (8929320600)";"57204704321; 8929320600";A network analysis approach in multidimensional poverty;2021;Scopus;Poverty and Public Policy;13;1;;59;68;9;10.1002/pop4.302;3;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102897015&doi=10.1002%2fpop4.302&partnerID=40&md5=5a6c88a1df58696aea3cf77a3b05fad3;"Department of Economics, University of Alcala, Alcala de Henares, Spain; Department of Economics, Universidad Técnica Particular de Loja (UTPL), Loja, Ecuador";;;"graph theory; multidimensional poverty; network analysis; public policies";;;Blackwell Publishing Ltd;19442858;;English;Poverty Public Policy;Article;;Scopus
"Reategui R.; Ratte S.; Bautista-Valarezo E.; Beltran-Valdivieso J.F.";"Reategui, Ruth (57163508000); Ratte, Sylvie (6603606285); Bautista-Valarezo, Estefania (57201585292); Beltran-Valdivieso, J.F (57234470300)";"57163508000; 6603606285; 57201585292; 57234470300";A network-based analysis of medical information extracted from electronic medical records;2020;Scopus;Proceedings - 2020 46th Latin American Computing Conference, CLEI 2020;;;9458348;10;19;9;10.1109/CLEI52000.2020.00007;0;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113595845&doi=10.1109%2fCLEI52000.2020.00007&partnerID=40&md5=ce0abd11363a33bf837675124e97368b;;;;"electronic medical records; graph; network; obesity";;;Institute of Electrical and Electronics Engineers Inc.;;978-073813064-4;English;Proc. - Lat. Am. Comput. Conf., CLEI;Conference paper;;Scopus
"Calderon C.A.; Jaramillo L.; Zuniga J.; Hernandez W.; Rivas-Echeverria F.";"Calderon, C.A. (56755362100); Jaramillo, Leonardo (57207048805); Zuniga, Jose (57207033029); Hernandez, W. (57204242571); Rivas-Echeverria, F. (35618237200)";"56755362100; 57207048805; 57207033029; 57204242571; 35618237200";A neural network embedded system for real-time identification of EMG signals;2019;Scopus;IEEE ICA-ACCA 2018 - IEEE International Conference on Automation/23rd Congress of the Chilean Association of Automatic Control: Towards an Industry 4.0 - Proceedings;;;8609747;;;;10.1109/ICA-ACCA.2018.8609747;3;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062183602&doi=10.1109%2fICA-ACCA.2018.8609747&partnerID=40&md5=d0f15f661787dc7ede1c87ea01bcd6b2;;;;"Artificial Neural Network; backpropagation; embedded system; EMG signal; patterns recognition; robotic prosthesis";;;Institute of Electrical and Electronics Engineers Inc.;;978-153865586-3;Spanish;IEEE ICA-ACCA - IEEE Int. Conf. Autom./ Congr. Chil. Assoc. Autom. Control: Towards Ind. - Proc.;Conference paper;;Scopus
"Landrum L.R.; Morocho V.";"Landrum, Leslie R. (6701430825); Morocho, Vladimir (49964019600)";"6701430825; 49964019600";A new combination based on Myrcianthes irregularis (Myrtaceae) - A new genus for Ecuador;2011;Scopus;Journal of the Botanical Research Institute of Texas;5;1;;105;107;2;;1;https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052576629&partnerID=40&md5=c1170e7ace7e9ced97e148b42e93bb61;"School of Life Sciences, Arizona State University, Tempe, AZ, 85287-4501, United States; Instituto de Química Aplicada, Universidad Técnica Particular de Loja, Loja, Ecuador";Myrcianthes irregularis McVaugh, a rare and endemic species of Ecuador, is transferred to Amomyrtella Kausel A key is provided for the two species of Amomyrtella.;"Myrcianthes; Myrtaceae";"Amomyrulla; Myrtaceae; Rivero y Ustariz";;;;19345259;;English;J. Bot. Res. Inst. Tex.;Article;;Scopus
"Maldonado Y.E.; Malagón O.; Cumbicus N.; Gilardoni G.";"Maldonado, Yessenia E. (58122150300); Malagón, Omar (6504407012); Cumbicus, Nixon (55387251900); Gilardoni, Gianluca (7801428464)";"58122150300; 6504407012; 55387251900; 7801428464";A New Essential Oil from the Leaves of Gynoxys rugulosa Muschl. (Asteraceae) Growing in Southern Ecuador: Chemical and Enantioselective Analyses;2023;Scopus;Plants;12;4;849;;;;10.3390/plants12040849;0;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149152145&doi=10.3390%2fplants12040849&partnerID=40&md5=841307680de50ed86c31cb3bf0a93192;;;;"2,3-diacetyl-6-tert-butyldimethylsilyl-?-cyclodextrin; 2,3-diethyl-6-tert-butyldimethylsilyl-?-cyclodextrin; enantiomers; gas chromatography; mass spectrometry";;;MDPI;22237747;;English;Plants;Article;"All Open Access; Gold Open Access";Scopus
"Malagón O.; Cartuche P.; Montaño A.; Cumbicus N.; Gilardoni G.";"Malagón, Omar (6504407012); Cartuche, Patricio (57431371300); Montaño, Angel (57431768800); Cumbicus, Nixon (55387251900); Gilardoni, Gianluca (7801428464)";"6504407012; 57431371300; 57431768800; 55387251900; 7801428464";A New Essential Oil from the Leaves of the Endemic Andean Species Gynoxys miniphylla Cuatrec. (Asteraceae): Chemical and Enantioselective Analyses;2022;Scopus;Plants;11;3;398;;;;10.3390/plants11030398;5;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123716170&doi=10.3390%2fplants11030398&partnerID=40&md5=9f218f7014c6a4fd318d4f36b9a7086d;;;;"Asteraceae; Ecuador; Enantioselective analysis; Essential oil; Gynoxys miniphylla";"Universidad T?cnica Particular de Loja; Universidad Técnica Particular de Loja";;MDPI;22237747;;English;Plants;Article;"All Open Access; Gold Open Access; Green Open Access";Scopus
"Székely P.; Córdova-Díaz M.; Hualpa-Vega D.; Hualpa-Vega S.; Székely D.";"Székely, Paul (26647168500); Córdova-Díaz, María (58120088300); Hualpa-Vega, Daniel (58119859800); Hualpa-Vega, Santiago (58120202100); Székely, Diana (55884900500)";"26647168500; 58120088300; 58119859800; 58120202100; 55884900500";A new glassfrog species of the genus Centrolene (Amphibia, Anura, Centrolenidae) from Cordillera del Cóndor, southern Ecuador;2023;Scopus;ZooKeys;2023;1149;;53;84;31;10.3897/zookeys.1149.96134;0;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149049350&doi=10.3897%2fzookeys.1149.96134&partnerID=40&md5=252e7134dffb558efdd854e9c0d99085;;;;"Amphibians; DNA; phylogenetics; tadpoles; tropical Andes; vocalizations";"Ministerio del Ambiente, (MAAE-ARSFC-2020-0727, MAATE-DBI-CM-2021-0181, MAE-DNB-CM-2015-0016); Universidad Técnica Particular de Loja, UTPL";;Pensoft Publishers;13132989;;English;ZooKeys;Article;"All Open Access; Gold Open Access";Scopus
"Valencia J.H.; Dueñas M.R.; Székely P.; Batallas D.; Pulluquitín F.; Ron S.R.";"Valencia, Jorge H. (55249622500); Dueñas, Manuel R. (57197858331); Székely, Paul (26647168500); Batallas, Diego (56109517100); Pulluquitín, Francisco (57197859208); Ron, Santiago R. (56243004700)";"55249622500; 57197858331; 26647168500; 56109517100; 57197859208; 56243004700";A new species of direct-developing frog of the genus Pristimantis (Anura: Terrarana: Craugastoridae) from Cordillera del Cóndor, Ecuador, with comments on threats to the anuran fauna of the region;2017;Scopus;Zootaxa;4353;3;;447;466;19;10.11646/zootaxa.4353.3.3;7;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035324930&doi=10.11646%2fzootaxa.4353.3.3&partnerID=40&md5=db31558e6774440a9983d98b54979734;;;"Animal Distribution; Animals; Anura; Ecuador; Male; Phylogeny; animal; animal dispersal; Anura; Ecuador; male; phylogeny";"Bioacoustics; Conservation; Pristimantis yantzaza sp. nov; Systematics; Taxonomy";"Corporacion Simbioe; Fundación Herpetológica Gustavo Orcés; Instituto Nacional de Biodiversidad; Museo Ecuatoriano de Ciencias Naturales; Secretaría de Educación Superior, Ciencia, Tecnología e Innovación, SENESCYT; Fundación WOP";;Magnolia Press;11755326;;English;Zootaxa;Review;;Scopus
"Riina R.; Cumbicus N.; Feio A.C.; Cerón C.E.; Meira R.M.S.A.; Berry P.E.";"Riina, Ricarda (8719826600); Cumbicus, Nixon (55387251900); Feio, Ana Carla (56566507700); Cerón, Carlos E. (6602943383); Meira, Renata Maria Strozi Alves (8879128200); Berry, Paul E. (7101957855)";"8719826600; 55387251900; 56566507700; 6602943383; 8879128200; 7101957855";A new species of dragon's blood Croton (Euphorbiaceae) from South America with singular inflorescences;2015;Scopus;Webbia;70;1;;187;192;5;10.1080/00837792.2015.1020129;10;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929654358&doi=10.1080%2f00837792.2015.1020129&partnerID=40&md5=362146d2b6bead93c104bdb3b66da24d;;;"Crotoneae; Euphorbiaceae";"Croton; Crotoneae; Ecuador; Euphorbiaceae; Peru; section Cyclostigma; taxonomy";Coordenação de Aperfeiçoamento de Pessoal de Nível Superior;;Taylor and Francis Ltd.;837792;;English;Webbia;Article;"All Open Access; Green Open Access";Scopus
